repo_completo,numero_pr,titulo,autora,status,url,criado_em,merged_em,closed_em,changed_files,additions,deletions,loc_total,tempo_analise_horas,tempo_analise_dias,descricao_tamanho_chars,total_comentarios,numero_reviews,num_participantes
Significant-Gravitas/AutoGPT,12937,fix(platform): small fixes and stagger animations on settings pages,Abhi1992002,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12937,2026-04-28T11:59:47Z,2026-04-28T17:06:52Z,2026-04-28T17:06:52Z,11,306,95,401,5.1181,0.2133,4942,3,16,2
Significant-Gravitas/AutoGPT,12932,"fix(backend/copilot): normalize model name based on actual transport, not config shape",majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12932,2026-04-28T02:34:58Z,2026-04-28T04:40:32Z,2026-04-28T04:40:32Z,5,294,57,351,2.0928,0.0872,2752,4,13,1
Significant-Gravitas/AutoGPT,12927,fix(backend/copilot): pause idle timer during pending tools,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12927,2026-04-27T14:31:47Z,2026-04-28T02:07:17Z,2026-04-28T02:07:17Z,2,85,24,109,11.5917,0.483,1490,5,9,1
Significant-Gravitas/AutoGPT,12886,fix(backend/copilot): sync safety net for Redis-induced zombie sessions,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12886,2026-04-22T15:17:24Z,2026-04-22T23:49:07Z,2026-04-22T23:49:07Z,10,750,67,817,8.5286,0.3554,5168,6,35,1
Significant-Gravitas/AutoGPT,10014,feat(platform/backend): Filter store creators with approved agents,itsababseh,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/10014,2025-05-22T15:16:05Z,2026-04-27T22:14:03Z,2026-04-27T22:14:03Z,2,52,17,69,8166.9661,340.2903,1511,27,7,6
Significant-Gravitas/AutoGPT,12926,fix(backend/copilot): surface empty-success ResultMessage as stream error (SECRT-2252),majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12926,2026-04-27T14:18:45Z,2026-04-27T17:37:35Z,2026-04-27T17:37:35Z,4,172,1,173,3.3139,0.1381,1819,6,9,2
Significant-Gravitas/AutoGPT,12925,feat(frontend): preferences v2 page (SECRT-2279),Abhi1992002,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12925,2026-04-27T13:15:15Z,2026-04-27T15:28:09Z,2026-04-27T15:28:10Z,15,1671,19,1690,2.215,0.0923,4892,3,35,2
Significant-Gravitas/AutoGPT,12924,feat(frontend): add settings v2 profile page,Abhi1992002,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12924,2026-04-27T07:11:05Z,2026-04-27T10:46:55Z,2026-04-27T10:46:55Z,13,1927,27,1954,3.5972,0.1499,4232,5,19,2
Significant-Gravitas/AutoGPT,12826,feat(blocks): add Claude Opus 4.7 model support,Otto-AGPT,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12826,2026-04-16T14:50:09Z,2026-04-27T07:13:17Z,2026-04-27T07:13:17Z,3,12,7,19,256.3856,10.6827,793,5,5,4
Significant-Gravitas/AutoGPT,12920,fix(frontend): redirect www to non-www with 308 to preserve request method (#9188),SymbolStar,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12920,2026-04-25T09:15:39Z,2026-04-27T06:51:07Z,2026-04-27T06:51:07Z,2,58,1,59,45.5911,1.8996,476,4,3,2
Significant-Gravitas/AutoGPT,12921,fix(frontend): filter null query params in buildUrlWithQuery (#11237),SymbolStar,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12921,2026-04-25T09:15:49Z,2026-04-27T06:43:48Z,2026-04-27T06:43:48Z,2,35,3,38,45.4664,1.8944,342,4,1,2
Significant-Gravitas/AutoGPT,12895,fix(frontend): filter null query params (#11237) and redirect www to non-www (#9188),SymbolStar,CLOSED,https://github.com/Significant-Gravitas/AutoGPT/pull/12895,2026-04-23T13:59:07Z,,2026-04-25T09:15:26Z,2,12,3,15,43.2719,1.803,1315,6,3,3
Significant-Gravitas/AutoGPT,12918,fix(backend/copilot): preserve interrupted SDK partial work on final-failure exit,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12918,2026-04-25T01:20:32Z,2026-04-25T07:21:18Z,2026-04-25T07:21:19Z,6,690,82,772,6.0128,0.2505,7568,6,19,2
Significant-Gravitas/AutoGPT,12919,fix(backend/notifications): atomic upsert + drop eager include,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12919,2026-04-25T03:38:50Z,2026-04-25T06:28:29Z,2026-04-25T06:28:29Z,2,296,49,345,2.8275,0.1178,958,3,8,1
Significant-Gravitas/AutoGPT,12917,refactor(platform/copilot): consolidate 4 model-routing LD flags into 1 JSON flag,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12917,2026-04-24T23:36:03Z,2026-04-25T01:15:37Z,2026-04-25T01:15:37Z,6,282,96,378,1.6594,0.0691,3983,3,6,1
Significant-Gravitas/AutoGPT,12912,fix(block_cost_config): audit + correct stale LLM/block rates + migrate generic ReplicateModelBlock to COST_USD,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12912,2026-04-24T15:36:24Z,2026-04-24T23:10:17Z,2026-04-24T23:10:17Z,9,373,61,434,7.5647,0.3152,5714,3,9,1
Significant-Gravitas/AutoGPT,12915,refactor(platform): consolidate 6 LD flags into 2 JSON flags,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12915,2026-04-24T16:14:48Z,2026-04-24T23:08:10Z,2026-04-24T23:08:10Z,5,404,73,477,6.8894,0.2871,3169,3,6,1
Significant-Gravitas/AutoGPT,12788,fix(backend/copilot): idempotency guard + frontend dedup fix for duplicate messages,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12788,2026-04-15T05:38:43Z,2026-04-15T11:54:59Z,2026-04-15T11:54:59Z,6,606,64,670,6.2711,0.2613,2697,10,52,2
Significant-Gravitas/AutoGPT,12864,feat(copilot): real OpenRouter cost + cost-based rate limits (percent-only public API),majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12864,2026-04-21T02:49:54Z,2026-04-21T07:34:44Z,2026-04-21T07:34:44Z,35,1323,842,2165,4.7472,0.1978,4096,9,31,1
Significant-Gravitas/AutoGPT,12910,feat(platform): LD-configurable rate-limit multipliers + relative UI display,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12910,2026-04-24T13:31:34Z,2026-04-24T15:05:56Z,2026-04-24T15:05:56Z,10,491,46,537,1.5728,0.0655,2886,3,12,1
Significant-Gravitas/AutoGPT,12909,feat(blocks): dynamic COST_USD billing + close 8 cost-leak surfaces,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12909,2026-04-24T11:39:57Z,2026-04-24T15:05:42Z,2026-04-24T15:05:42Z,28,926,175,1101,3.4292,0.1429,3974,4,18,1
Significant-Gravitas/AutoGPT,12907,feat(frontend): Settings v2 API keys page (SECRT-2273),Abhi1992002,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12907,2026-04-24T05:29:31Z,2026-04-24T14:20:33Z,2026-04-24T14:20:33Z,31,2120,41,2161,8.8506,0.3688,4761,8,22,2
Significant-Gravitas/AutoGPT,12885,feat(frontend): add Settings v2 page layout behind SETTINGS_V2 flag (SECRT-2272),Abhi1992002,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12885,2026-04-22T15:11:18Z,2026-04-24T10:55:29Z,2026-04-24T10:55:29Z,18,656,0,656,43.7364,1.8223,4798,3,19,2
Significant-Gravitas/AutoGPT,12908,refactor(backend/integrations): clearer naming + docs for managed-cred sweep,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12908,2026-04-24T07:36:29Z,2026-04-24T09:22:09Z,2026-04-24T09:22:09Z,4,107,49,156,1.7611,0.0734,2125,3,1,1
Significant-Gravitas/AutoGPT,12874,fix(platform): resolve autopilot beta blockers (SECRT-2266/2267/2268/2269),ntindle,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12874,2026-04-21T21:58:47Z,2026-04-23T17:33:41Z,2026-04-23T17:33:41Z,43,6324,273,6597,43.5817,1.8159,13932,3,57,3
Significant-Gravitas/AutoGPT,12880,feat(backend/copilot): inline picker-backed inputs via run_block + accept AgentInputBlock subclasses,anvyle,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12880,2026-04-22T07:21:28Z,2026-04-24T06:05:12Z,2026-04-24T06:05:12Z,20,1247,340,1587,46.7289,1.947,7915,4,27,3
Significant-Gravitas/AutoGPT,12903,feat(platform): add MAX tier + LD-configurable pricing + hide unconfigured tiers,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12903,2026-04-24T00:00:18Z,2026-04-24T04:11:34Z,2026-04-24T04:11:34Z,32,843,330,1173,4.1878,0.1745,4160,5,21,1
Significant-Gravitas/AutoGPT,12883,refactor(platform): migrate Ayrshare to standard managed-credential flow,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12883,2026-04-22T12:05:47Z,2026-04-24T02:37:38Z,2026-04-24T02:37:38Z,33,1122,276,1398,38.5308,1.6055,4671,7,71,2
Significant-Gravitas/AutoGPT,12894,feat(platform/backend): dynamic BlockCostType (SECOND/ITEMS/COST_USD/TOKENS) + E2B/FAL migration,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12894,2026-04-23T13:37:33Z,2026-04-24T01:45:40Z,2026-04-24T01:45:40Z,34,1614,1381,2995,12.1353,0.5056,7514,16,41,2
Significant-Gravitas/AutoGPT,12739,fix(backend/copilot): keep credential setup inline on run and schedule paths,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12739,2026-04-10T17:12:30Z,2026-04-14T08:56:07Z,2026-04-14T08:56:07Z,10,934,47,981,87.7269,3.6553,4576,10,95,3
Significant-Gravitas/AutoGPT,12890,feat(platform/copilot): message timestamps + accurate thought-for time,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12890,2026-04-23T00:29:54Z,2026-04-23T11:55:35Z,2026-04-23T11:55:35Z,21,633,77,710,11.4281,0.4762,2397,6,20,1
Significant-Gravitas/AutoGPT,12889,fix(backend/copilot): tame Kimi compaction storm + tunable threshold + Langfuse cost backfill,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12889,2026-04-22T23:55:25Z,2026-04-23T11:46:35Z,2026-04-23T11:46:35Z,12,657,22,679,11.8528,0.4939,6722,11,22,2
Significant-Gravitas/AutoGPT,12892,fix(backend/copilot): raise baseline tool-round limit to 100 + graceful finish hint,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12892,2026-04-23T08:36:45Z,2026-04-23T11:38:52Z,2026-04-23T11:38:52Z,8,193,36,229,3.0353,0.1265,2558,4,10,1
Significant-Gravitas/AutoGPT,12737,feat(copilot): queue follow-up messages on busy sessions (UI + run_sub_session + AutoPilot block),majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12737,2026-04-10T15:16:34Z,2026-04-18T17:49:00Z,2026-04-18T17:49:00Z,55,6251,601,6852,194.5406,8.1059,5581,60,292,3
Significant-Gravitas/AutoGPT,11255,fix: persist Agent Executor title after save/reload,aryash45,CLOSED,https://github.com/Significant-Gravitas/AutoGPT/pull/11255,2025-10-27T06:01:42Z,,2026-04-23T03:18:44Z,2,64,2,66,4269.2839,177.8868,2366,14,6,4
Significant-Gravitas/AutoGPT,12882,refactor(backend/copilot): Moonshot module + cache_control widening + partial-messages default-on + title cost,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12882,2026-04-22T12:04:08Z,2026-04-22T13:42:48Z,2026-04-22T13:42:48Z,11,1419,199,1618,1.6444,0.0685,4903,6,19,1
Significant-Gravitas/AutoGPT,12881,feat(backend/copilot): LaunchDarkly per-user model routing,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12881,2026-04-22T10:22:54Z,2026-04-22T13:08:37Z,2026-04-22T13:08:37Z,9,645,103,748,2.7619,0.1151,3970,6,23,1
Significant-Gravitas/AutoGPT,12878,feat(backend/copilot): SDK fast tier defaults to Kimi K2.6 via OpenRouter + vendor-aware cost + cross-model fix,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12878,2026-04-22T05:11:10Z,2026-04-22T11:35:02Z,2026-04-22T11:35:02Z,15,2687,114,2801,6.3978,0.2666,6626,8,23,1
Significant-Gravitas/AutoGPT,12879,feat(backend/copilot): TodoWrite for baseline copilot,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12879,2026-04-22T05:19:42Z,2026-04-22T10:28:16Z,2026-04-22T10:28:16Z,13,534,52,586,5.1428,0.2143,3177,6,21,1
Significant-Gravitas/AutoGPT,12873,feat(platform/copilot): live baseline streaming + render flag + Sonar web_search + simulator cost tracking + reconnect fixes,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12873,2026-04-21T16:50:42Z,2026-04-22T06:52:18Z,2026-04-22T06:52:18Z,27,1752,522,2274,14.0267,0.5844,8747,8,18,1
Significant-Gravitas/AutoGPT,12834,fix(backend/copilot): allow multiple compactions per turn,ntindle,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12834,2026-04-17T19:18:47Z,2026-04-22T02:15:15Z,2026-04-22T02:15:15Z,3,162,90,252,102.9411,4.2892,2676,3,5,3
Significant-Gravitas/AutoGPT,12876,feat(backend/blocks): register 13 paid blocks + document credit/microdollar wallet boundary,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12876,2026-04-22T03:26:43Z,2026-04-22T05:03:03Z,2026-04-22T05:03:03Z,5,436,5,441,1.6056,0.0669,5446,4,18,1
Significant-Gravitas/AutoGPT,12871,feat(backend/copilot): Kimi K2.6 fast default + 4-config matrix + coalesced reasoning + web_search tool,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12871,2026-04-21T14:22:43Z,2026-04-22T01:47:08Z,2026-04-22T01:47:08Z,25,1613,125,1738,11.4069,0.4753,7856,4,27,1
Significant-Gravitas/AutoGPT,12748,feat(platform): add incremental OAuth authorization for scope upgrades,ntindle,CLOSED,https://github.com/Significant-Gravitas/AutoGPT/pull/12748,2026-04-11T16:21:32Z,,2026-04-21T22:00:50Z,10,907,39,946,245.655,10.2356,4647,4,29,2
Significant-Gravitas/AutoGPT,12004,fix(platform): Fix Google Drive auto-credentials handling across the platform,ntindle,CLOSED,https://github.com/Significant-Gravitas/AutoGPT/pull/12004,2026-02-06T22:10:58Z,,2026-04-21T22:01:05Z,12,1238,45,1283,1775.8353,73.9931,4577,18,23,5
Significant-Gravitas/AutoGPT,12588,fix(blocks): prevent TypeError when auto_credentials field is empty,ntindle,CLOSED,https://github.com/Significant-Gravitas/AutoGPT/pull/12588,2026-03-26T22:46:36Z,,2026-04-21T22:00:31Z,3,33,1,34,623.2319,25.968,2840,5,6,2
Significant-Gravitas/AutoGPT,11741,feat(frontend): add AutoGPT logo to share page and zip download for outputs,ntindle,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/11741,2026-01-09T20:26:50Z,2026-04-21T16:41:55Z,2026-04-21T16:41:55Z,23,2190,177,2367,2444.2514,101.8438,5742,13,65,7
Significant-Gravitas/AutoGPT,12615,feat(backend): platform server linking API for multi-platform CoPilot,Bentlybro,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12615,2026-03-31T12:11:12Z,2026-04-21T16:15:06Z,2026-04-21T16:15:06Z,27,3027,0,3027,508.065,21.1694,5813,14,16,2
Significant-Gravitas/AutoGPT,12856,fix(frontend/copilot): artifact panel fixes (SECRT-2254/2223/2220/2255/2224/2256/2221),ntindle,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12856,2026-04-20T14:45:18Z,2026-04-21T16:06:28Z,2026-04-21T16:06:28Z,16,1159,21,1180,25.3528,1.0564,6484,4,26,4
Significant-Gravitas/AutoGPT,12715,[Snyk] Security upgrade next from 15.4.10 to 15.4.11,ntindle,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12715,2026-04-08T17:18:42Z,2026-04-21T16:02:42Z,2026-04-21T16:02:42Z,2,39,39,78,310.7333,12.9472,5008,4,3,4
Significant-Gravitas/AutoGPT,12699,feat(builder): AI chat panel for the flow builder,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12699,2026-04-07T15:58:27Z,2026-04-21T15:47:24Z,2026-04-21T15:47:24Z,51,3612,3590,7202,335.8158,13.9923,5537,77,905,4
Significant-Gravitas/AutoGPT,12835,fix(frontend): forward sentry-trace and baggage across API proxy,ntindle,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12835,2026-04-17T19:19:00Z,2026-04-21T15:44:07Z,2026-04-21T15:44:07Z,4,282,0,282,92.4186,3.8508,2983,3,2,2
Significant-Gravitas/AutoGPT,11235,feat(admin): Add system diagnostics and execution management dashboard,ntindle,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/11235,2025-10-21T21:50:19Z,2026-04-21T15:43:19Z,2026-04-21T15:43:19Z,20,9465,3,9468,4361.8833,181.7451,4787,34,112,9
Significant-Gravitas/AutoGPT,12870,feat(backend/autopilot): stream extended_thinking on baseline via OpenRouter,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12870,2026-04-21T11:27:45Z,2026-04-21T14:05:01Z,2026-04-21T14:05:01Z,7,950,33,983,2.6211,0.1092,3854,6,35,1
Significant-Gravitas/AutoGPT,12866,fix(backend/copilot): reduce SDK + baseline prompt cache waste,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12866,2026-04-21T05:18:00Z,2026-04-21T09:34:11Z,2026-04-21T09:34:11Z,9,623,197,820,4.2697,0.1779,4138,9,28,1
Significant-Gravitas/AutoGPT,12867,fix(backend/copilot): release session cluster lock on completion,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12867,2026-04-21T08:20:13Z,2026-04-21T09:27:02Z,2026-04-21T09:27:02Z,6,185,7,192,1.1136,0.0464,3822,4,22,1
Significant-Gravitas/AutoGPT,12862,"fix(copilot): dedupe tool row, lift bash_exec timeout, Stop+resend recovery",majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12862,2026-04-20T22:53:05Z,2026-04-21T03:18:52Z,2026-04-21T03:18:53Z,15,735,84,819,4.4297,0.1846,5966,5,6,1
Significant-Gravitas/AutoGPT,9749,docs(platform): Add WSL 2 recommendation for Docker on Windows,MaduraHerath,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/9749,2025-04-03T06:33:55Z,2025-04-03T18:58:37Z,2025-04-03T18:58:37Z,1,24,0,24,12.4117,0.5172,419,7,4,4
Significant-Gravitas/AutoGPT,12772,chore(backend/deps): bump the production-dependencies group across 1 directory with 30 updates,dependabot,CLOSED,https://github.com/Significant-Gravitas/AutoGPT/pull/12772,2026-04-13T19:18:25Z,,2026-04-20T20:27:54Z,2,572,567,1139,169.1581,7.0483,1635,4,1,1
Significant-Gravitas/AutoGPT,12771,chore(libs/deps): bump the production-dependencies group across 1 directory with 8 updates,dependabot,CLOSED,https://github.com/Significant-Gravitas/AutoGPT/pull/12771,2026-04-13T18:51:23Z,,2026-04-20T19:59:53Z,2,304,288,592,169.1417,7.0476,65353,2,1,1
Significant-Gravitas/AutoGPT,12837,fix(frontend/copilot): close artifact panel on copilot page unmount (SECRT-2254/2223/2220),ntindle,CLOSED,https://github.com/Significant-Gravitas/AutoGPT/pull/12837,2026-04-17T21:00:47Z,,2026-04-20T14:45:28Z,2,58,0,58,65.7447,2.7394,3864,3,1,1
Significant-Gravitas/AutoGPT,12840,fix(frontend/copilot): stop size-gating large images/videos/PDFs; cache-bust retry (SECRT-2221),ntindle,CLOSED,https://github.com/Significant-Gravitas/AutoGPT/pull/12840,2026-04-17T21:23:28Z,,2026-04-20T14:45:36Z,4,131,5,136,65.3689,2.7237,3736,4,1,1
Significant-Gravitas/AutoGPT,12839,fix(frontend/copilot): capture pointer during artifact panel resize (SECRT-2256),ntindle,CLOSED,https://github.com/Significant-Gravitas/AutoGPT/pull/12839,2026-04-17T21:16:24Z,,2026-04-20T14:45:34Z,2,167,1,168,65.4861,2.7286,3718,3,1,1
Significant-Gravitas/AutoGPT,12838,fix(frontend/copilot): show loading skeleton when retrying a failed artifact fetch (SECRT-2224),ntindle,CLOSED,https://github.com/Significant-Gravitas/AutoGPT/pull/12838,2026-04-17T21:06:12Z,,2026-04-20T14:45:31Z,2,114,0,114,65.6553,2.7356,2971,4,1,1
Significant-Gravitas/AutoGPT,12836,fix(frontend/copilot): keep artifact sidebar alive on bad HTML artifacts,ntindle,CLOSED,https://github.com/Significant-Gravitas/AutoGPT/pull/12836,2026-04-17T20:47:57Z,,2026-04-20T14:45:25Z,9,549,12,561,65.9578,2.7482,5750,3,4,2
Significant-Gravitas/AutoGPT,12854,fix(frontend/library): compute monthly spend for AgentBriefingPanel,0ubbe,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12854,2026-04-20T08:00:35Z,2026-04-20T13:28:47Z,2026-04-20T13:28:47Z,4,221,3,224,5.47,0.2279,2024,3,11,1
Significant-Gravitas/AutoGPT,12696,feat(platform/admin): cost tracking for system credentials,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12696,2026-04-07T11:57:32Z,2026-04-08T10:26:22Z,2026-04-08T10:26:22Z,53,6614,183,6797,22.4806,0.9367,4068,10,246,3
Significant-Gravitas/AutoGPT,12853,"fix(copilot): persist reasoning, split steps/reasoning UX, fix mid-turn promote stream stall",majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12853,2026-04-19T00:20:15Z,2026-04-19T03:37:05Z,2026-04-19T03:37:05Z,25,1184,82,1266,3.2806,0.1367,5776,3,31,1
Significant-Gravitas/AutoGPT,12841,refactor(backend/copilot): unified queue-backed copilot turns + async sub-AutoPilot + guide-read gate,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12841,2026-04-17T22:55:45Z,2026-04-18T16:11:41Z,2026-04-18T16:11:41Z,40,2603,290,2893,17.2656,0.7194,8737,10,68,2
Significant-Gravitas/AutoGPT,12790,fix(backend/copilot): make system prompt fully static for cross-user prompt caching,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12790,2026-04-15T07:44:50Z,2026-04-15T13:40:25Z,2026-04-15T13:40:25Z,8,724,121,845,5.9264,0.2469,2689,7,26,2
Significant-Gravitas/AutoGPT,12805,fix(frontend/builder): preserve agent name in AgentExecutor node title after reload,joemunene-by,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12805,2026-04-15T19:26:32Z,2026-04-17T15:34:28Z,2026-04-17T15:34:28Z,8,347,19,366,44.1322,1.8388,1480,4,17,3
Significant-Gravitas/AutoGPT,12832,fix(copilot): add gh auth status check to Tool Discovery Priority section,Torantulino,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12832,2026-04-17T14:07:44Z,2026-04-17T15:22:11Z,2026-04-17T15:22:11Z,1,7,3,10,1.2408,0.0517,1319,2,3,2
Significant-Gravitas/AutoGPT,12819,docs: convert in-code comments to MkDocs admonitions in block-sdk-gui…,slepybear,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12819,2026-04-16T13:40:19Z,2026-04-17T07:59:48Z,2026-04-17T07:59:48Z,1,126,98,224,18.3247,0.7635,1548,3,11,3
Significant-Gravitas/AutoGPT,12823,fix(frontend): remove debug console.log statements,slepybear,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12823,2026-04-16T14:28:02Z,2026-04-17T07:56:30Z,2026-04-17T07:56:30Z,4,0,6,6,17.4744,0.7281,657,4,4,3
Significant-Gravitas/AutoGPT,12818,feat(frontend): surface scheduled agents in library & copilot briefings,0ubbe,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12818,2026-04-16T13:30:22Z,2026-04-17T07:36:15Z,2026-04-17T07:36:15Z,15,219,28,247,18.0981,0.7541,2466,3,14,1
Significant-Gravitas/AutoGPT,12792,fix(frontend/copilot): load older chat messages reliably and preserve scrollback across turns,kcze,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12792,2026-04-15T08:37:00Z,2026-04-15T13:33:38Z,2026-04-15T13:33:38Z,3,408,44,452,4.9439,0.206,2893,6,6,2
Significant-Gravitas/AutoGPT,12596,feat(frontend): add app-level sidebar with nav links and chat sessions,Abhi1992002,CLOSED,https://github.com/Significant-Gravitas/AutoGPT/pull/12596,2026-03-28T04:22:58Z,,2026-04-17T03:09:13Z,29,1239,595,1834,478.7708,19.9488,2210,12,27,4
Significant-Gravitas/AutoGPT,12612,feat(agentation): integrate Agentation devtool into the frontend,Abhi1992002,CLOSED,https://github.com/Significant-Gravitas/AutoGPT/pull/12612,2026-03-31T05:05:18Z,,2026-04-17T03:09:02Z,5,46,8,54,406.0622,16.9193,872,3,8,3
Significant-Gravitas/AutoGPT,12822,docs: convert in-code comments to admonitions in block-sdk-guide.md,slepybear,CLOSED,https://github.com/Significant-Gravitas/AutoGPT/pull/12822,2026-04-16T14:01:55Z,,2026-04-17T00:01:42Z,1,126,98,224,9.9964,0.4165,1548,3,1,2
Significant-Gravitas/AutoGPT,12814,fix(backend/copilot): replace dedup lock with idempotent append_and_save_message,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12814,2026-04-16T12:04:47Z,2026-04-16T15:12:31Z,2026-04-16T15:12:31Z,7,502,536,1038,3.1289,0.1304,3318,4,47,1
Significant-Gravitas/AutoGPT,12796,fix(backend/copilot): fix initial load missing messages + forward pagination for completed sessions,majdyz,MERGED,https://github.com/Significant-Gravitas/AutoGPT/pull/12796,2026-04-15T12:46:22Z,2026-04-16T14:28:25Z,2026-04-16T14:28:25Z,20,2058,135,2193,25.7008,1.0709,2263,13,69,4
jackfrued/Python-100-Days,843,Update 61.网络爬虫和相关工具.md,ikeDong,CLOSED,https://github.com/jackfrued/Python-100-Days/pull/843,2021-12-10T06:07:48Z,,2025-02-13T07:33:10Z,1,1,1,2,27865.4228,1161.0593,4,0,1,2
jackfrued/Python-100-Days,661,Update 01.初识Python.md,chengchena,CLOSED,https://github.com/jackfrued/Python-100-Days/pull/661,2020-08-27T08:27:49Z,,2025-02-13T06:16:04Z,1,7,1,8,39141.8042,1630.9085,29,0,1,3
jackfrued/Python-100-Days,232,Update 02.语言元素.md,weehong-1,CLOSED,https://github.com/jackfrued/Python-100-Days/pull/232,2019-07-04T06:51:06Z,,2020-12-12T05:58:42Z,1,1,1,2,12647.1267,526.9636,14,1,1,2
jackfrued/Python-100-Days,32,修正IndentationError,ytxgit,CLOSED,https://github.com/jackfrued/Python-100-Days/pull/32,2019-04-24T11:11:20Z,,2019-05-03T13:22:00Z,1,3,3,6,218.1778,9.0907,0,2,1,4
jackfrued/Python-100-Days,6,Update PEP 8风格指南.md,bowillkin,CLOSED,https://github.com/jackfrued/Python-100-Days/pull/6,2018-06-04T11:46:43Z,,2018-06-25T14:35:05Z,1,1,1,2,506.8061,21.1169,0,3,1,3
flutter/flutter,185043,[AGP 9] Update AGP Error,jesswrd,MERGED,https://github.com/flutter/flutter/pull/185043,2026-04-14T18:13:48Z,2026-04-15T00:22:51Z,2026-04-15T00:22:51Z,2,24,33,57,6.1508,0.2563,3129,3,3,3
flutter/flutter,185840,Roll Skia from 7b88c5c281e5 to 8317649d9c07 (1 revision),engine-flutter-autoroll,CLOSED,https://github.com/flutter/flutter/pull/185840,2026-04-30T17:18:08Z,,2026-04-30T18:59:04Z,1,1,1,2,1.6822,0.0701,833,3,1,2
